"Points:0","Points:1","Points:2"
-0.18666,-0.053018,-0.054514
-0.19143,-0.053736,-0.053997
-0.18526,-0.06611,-0.037703
-0.18825,-0.063405,-0.042112
-0.18381,-0.074682,-0.014548
-0.19126,-0.073627,-0.019181
-0.19141,-0.037213,-0.066274
-0.18356,-0.057239,-0.049476
-0.18148,-0.012887,-0.053728
-0.18178,-0.02143,-0.047188
-0.18138,-0.036265,-0.023822
-0.18144,-0.0035615,-0.048446
-0.18135,-0.0058309,-0.03059
-0.18186,-0.023612,-0.040831
-0.18156,-0.017553,-0.021962
-0.18144,-0.0095046,-0.028187
-0.18162,-0.045552,-0.013004
-0.18171,0.00042212,-0.043689
-0.18144,-0.024528,-0.032705
-0.18155,-0.019294,-0.025032
-0.18218,-0.029402,-0.032153
-0.18146,-0.0082437,-0.026103
-0.18244,-0.036351,-0.032762
-0.18193,-0.01168,-0.046707
-0.18228,-0.045117,-0.0069207
-0.182,-0.037618,-0.027067
-0.18239,-0.044336,-0.012986
-0.1824,-0.048732,-0.0052003
-0.18271,-0.0096385,-0.043654
-0.18205,-0.015604,-0.01986
-0.18241,-0.0059268,-0.050511
-0.18239,-0.031004,-0.014501
-0.18985,-0.058274,-0.048905
-0.18228,-0.021214,-0.032531
-0.18288,-0.025852,-0.046471
-0.18294,-0.031649,-0.024815
-0.18314,-0.033518,-0.042167
-0.18297,-0.034513,-0.034107
-0.18307,-0.031493,-0.035174
-0.18249,-0.020058,-0.027481
-0.18334,-0.016934,-0.05163
-0.18282,-0.0041103,-0.025846
-0.18365,-0.040314,-0.062801
-0.18382,-0.061495,-0.039164
-0.18294,-0.0074141,-0.024055
-0.18305,-0.013616,-0.023845
-0.18406,-0.049372,-0.0090018
-0.18285,-0.01508,-0.020249
-0.18412,-0.05088,-0.043626
-0.18341,-0.019962,-0.024783
-0.18367,-0.009459,-0.059838
-0.1824,-0.016587,-0.015215
-0.18416,-0.055699,-0.0049078
-0.18326,-0.029804,-0.0067435
-0.18392,-0.022051,-0.061956
-0.18352,-0.014525,-0.037495
-0.18428,-0.029441,-0.057265
-0.18182,-0.0092094,-0.015662
-0.18391,-0.025624,-0.052032
-0.1883,-0.02999,-0.06965
-0.18417,-0.049744,-0.024958
-0.18429,-0.028382,-0.043772
-0.18429,-0.0045064,-0.059203
-0.18388,-0.0059424,-0.026811
-0.18428,-0.018559,-0.042254
-0.18387,-0.024489,-0.042689
-0.18444,-0.050349,-0.031918
-0.18295,-0.018195,-0.010571
-0.18437,-0.042889,-0.0050001
-0.18444,-0.016319,-0.052712
-0.18486,-0.067014,-0.026527
-0.18402,-0.02067,-0.017254
-0.18256,-0.00076145,-0.019742
-0.18487,-0.00064376,-0.061168
-0.18428,-0.0084341,-0.070579
-0.18446,-0.058855,-0.015672
-0.18428,-0.039012,-0.050223
-0.18478,-0.00020174,-0.043904
-0.18447,-0.024238,-0.064149
-0.18464,-0.044813,-0.051009
-0.18392,-0.024838,-0.011691
-0.18505,-0.053506,-0.027711
-0.18247,-0.014064,-0.012309
-0.18491,-0.039614,-0.062563
-0.18156,-0.038866,-0.0039285
-0.18534,-0.053738,-0.036967
-0.18494,-0.054855,-0.0064951
-0.18438,-0.02875,-0.0076776
-0.18526,-0.065738,-0.010479
-0.18526,-0.031019,-0.039797
-0.18516,-0.05394,-0.0050939
-0.18486,-0.0055029,-0.028346
-0.18568,-0.070841,-0.011054
-0.18522,-0.059209,-0.034148
-0.18569,-0.032343,-0.05555
