"Points:0","Points:1","Points:2"
-0.185,-0.020507,-0.073224
-0.18742,-0.06442,-0.03995
-0.18128,-0.015777,-0.043136
-0.18496,-0.063017,-0.041802
-0.1813,-0.032603,-0.035128
-0.1817,-0.015189,-0.021081
-0.18149,-0.026814,-0.023002
-0.18182,-0.038628,-0.035622
-0.18183,-0.01672,-0.043334
-0.18212,-0.0058878,-0.054535
-0.18174,-0.0034708,-0.034157
-0.18205,-0.044048,-0.0063055
-0.18183,-0.034976,-0.021528
-0.18238,-0.029744,-0.041219
-0.18175,-0.032656,-0.033032
-0.18234,-0.023296,-0.046613
-0.1823,-0.0054904,-0.045787
-0.18255,-0.020767,-0.029426
-0.18269,-0.0014291,-0.036558
-0.18233,-0.01617,-0.019113
-0.18217,-0.01285,-0.027147
-0.18249,-0.0078149,-0.029463
-0.18308,-0.037287,-0.019243
-0.18247,-0.018201,-0.017389
-0.18268,-0.016288,-0.041196
-0.1826,-0.021786,-0.03576
-0.18275,-0.031134,-0.01116
-0.18283,-0.013873,-0.049452
-0.18307,-0.047926,-0.014546
-0.18341,-0.026216,-0.0099539
-0.18337,-0.031158,-0.028166
-0.18348,-0.047783,-0.0080323
-0.18391,-0.0011434,-0.063534
-0.18403,-0.056235,-0.026612
-0.18388,-0.042713,-0.043626
-0.18348,-0.024057,-0.046567
-0.18396,-0.040178,-0.013805
-0.18398,-0.038724,-0.02659
-0.1843,-0.058998,-0.04394
-0.18437,-0.072715,-0.0072273
-0.18423,-0.059637,-0.029076
-0.18386,-0.043316,-0.02296
-0.18444,-0.027737,-0.066293
-0.18438,-0.0067731,-0.070299
-0.1837,-0.0050081,-0.034309
-0.18455,-0.067712,-0.030053
-0.18456,-0.03346,-0.063572
-0.18443,-0.020054,-0.041772
-0.18467,-0.06251,-0.0058944
-0.18466,-0.071766,-0.016205
-0.18445,-0.028014,-0.044294
-0.18448,-0.02439,-0.070399
-0.18417,-0.054923,-0.021164
-0.18484,-0.017065,-0.054401
-0.18468,-0.0032909,-0.065229
-0.18415,-0.02735,-0.058508
-0.18441,-0.0025762,-0.04566
-0.18424,-0.0058332,-0.060787
-0.18426,-0.037456,-0.019989
-0.18488,-0.041532,-0.046781
-0.18458,-0.031541,-0.045512
-0.18464,-0.026035,-0.055477
-0.18503,-0.026489,-0.041169
-0.18476,-0.064196,-0.014116
-0.18445,-0.0039752,-0.046157
-0.18515,-0.03925,-0.023221
-0.18408,-0.0084421,-0.030668
-0.1849,-0.01263,-0.046077
-0.18513,-0.034901,-0.049668
-0.18443,-0.029445,-0.0079595
-0.18541,-0.032435,-0.048249
