"Points:0","Points:1","Points:2","T","U:0","U:1","U:2","UTurb:0","UTurb:1","UTurb:2","active","age","d","dTarget","mass0","nParticle"
-0.18181,-0.013035,-0.043467,299.31,15.935,6.4563,-1.2084,0,0,0,1,0.00096517,1e-05,0,5.236e-13,59688
-0.18138,-0.0033985,-0.032099,299.17,16.679,8.04,-0.55871,0,0,0,1,0.00096257,1e-05,0,5.236e-13,59688
-0.18189,-0.022197,-0.038672,299.33,15.97,6.0454,-2.74,0,0,0,1,0.00096049,1e-05,0,5.236e-13,59688
-0.18136,-0.0024263,-0.030676,299.17,16.824,8.2092,-0.42237,0,0,0,1,0.00095853,1e-05,0,5.236e-13,59688
-0.18235,-0.042973,-0.026019,299.45,15.831,3.58,-4.6009,0,0,0,1,0.00095007,1e-05,0,5.236e-13,59688
-0.18262,-0.018048,-0.043899,299.45,15.853,6.0353,-1.728,0,0,0,1,0.00094395,1e-05,0,5.236e-13,59688
-0.18218,-0.0054332,-0.040127,299.41,16.139,7.0473,-0.32614,0,0,0,1,0.00093874,1e-05,0,5.236e-13,59688
-0.18284,-0.013447,-0.04343,299.5,15.893,6.4134,-1.2749,0,0,0,1,0.00093184,1e-05,0,5.236e-13,59688
-0.18241,-0.026162,-0.033371,299.48,16.054,5.6919,-3.7702,0,0,0,1,0.00093132,1e-05,0,5.236e-13,47750
-0.18211,-0.029136,-0.02112,299.43,16.353,4.7711,-5.9204,0,0,0,1,0.00092624,1e-05,0,5.236e-13,59688
-0.18272,-0.049705,-0.013843,299.61,15.778,2.1933,-5.198,0,0,0,1,0.00092559,1e-05,0,5.236e-13,59688
-0.18203,-0.033811,-0.014771,299.48,16.28,3.4577,-6.6782,0,0,0,1,0.0009209,1e-05,0,5.236e-13,59688
-0.1831,-0.042485,-0.026422,299.63,15.81,3.6251,-4.5786,0,0,0,1,0.00091934,1e-05,0,5.236e-13,59688
-0.18227,-0.011706,-0.045635,299.59,15.853,6.2638,-0.856,0,0,0,1,0.00091895,1e-05,0,5.236e-13,59688
-0.18303,-0.014362,-0.045293,299.61,15.828,6.1444,-1.2069,0,0,0,1,0.00091686,1e-05,0,5.236e-13,59688
-0.18231,-0.015472,-0.026236,299.44,16.766,7.1648,-4.0969,0,0,0,1,0.00091374,1e-05,0,5.236e-13,59688
-0.18307,-0.042557,-0.011319,299.6,15.94,2.3477,-6.2052,0,0,0,1,0.0009127,1e-05,0,5.236e-13,59688
-0.18238,-0.019356,-0.024498,299.48,16.668,6.5217,-4.9539,0,0,0,1,0.00090892,1e-05,0,5.236e-13,59688
-0.18269,-0.036298,-0.030147,299.7,15.868,4.4424,-4.3604,0,0,0,1,0.00090267,1e-05,0,5.236e-13,59688
-0.18334,-0.04503,-0.016225,299.75,15.837,2.6882,-5.4854,0,0,0,1,0.00089603,1e-05,0,5.236e-13,59688
-0.1834,-0.040693,-0.024925,299.86,15.832,3.7179,-4.8625,0,0,0,1,0.00087767,1e-05,0,5.236e-13,59688
-0.18324,-0.016158,-0.03378,299.75,16.264,6.7474,-2.7497,0,0,0,1,0.00087728,1e-05,0,5.236e-13,59688
-0.18281,-0.019758,-0.020287,299.65,16.981,6.0237,-5.8274,0,0,0,1,0.00087519,1e-05,0,5.236e-13,59688
-0.18362,-0.039592,-0.033855,299.92,15.727,4.1106,-3.7831,0,0,0,1,0.0008735,1e-05,0,5.236e-13,59688
-0.18314,-0.021088,-0.050217,299.95,15.649,5.2039,-1.3931,0,0,0,1,0.00087298,1e-05,0,5.236e-13,59688
-0.1832,-0.037574,-0.029945,299.89,15.82,4.2709,-4.336,0,0,0,1,0.00087207,1e-05,0,5.236e-13,59688
-0.18339,-0.036813,-0.024485,299.91,15.923,4.0862,-5.1198,0,0,0,1,0.00086308,1e-05,0,5.236e-13,59688
-0.18361,-0.0095187,-0.05246,300,15.666,5.5149,-0.23772,0,0,0,1,0.00086256,1e-05,0,5.236e-13,59688
-0.18339,-0.039779,-0.0073447,299.88,16.025,1.9207,-6.7686,0,0,0,1,0.00086165,1e-05,0,5.236e-13,59688
-0.18278,-0.0031215,-0.028408,299.75,16.969,8.2659,-0.79769,0,0,0,1,0.00086048,1e-05,0,5.236e-13,59688
-0.18419,-0.063042,-0.025166,300.17,15.346,1.8841,-3.6878,0,0,0,1,0.00085644,1e-05,0,5.236e-13,59688
-0.18366,-0.00030536,-0.044739,299.97,15.859,6.5302,0.69202,0,0,0,1,0.00085436,1e-05,0,5.236e-13,59688
-0.18363,-0.047899,-0.016477,300.05,15.751,2.4908,-5.1385,0,0,0,1,0.00085228,1e-05,0,5.236e-13,59688
-0.1835,0.00066505,-0.029722,299.82,16.78,8.2347,0.39084,0,0,0,1,0.00085123,1e-05,0,5.236e-13,59688
-0.18412,-0.053488,-0.020901,300.12,15.603,2.3827,-4.3532,0,0,0,1,0.00085006,1e-05,0,5.236e-13,59688
-0.18143,0.0013669,-0.019544,299.78,18.86,7.5254,0.36497,0,0,0,1,0.00084394,1e-05,0,5.236e-13,59688
-0.1843,-0.013019,-0.067944,300.27,15.327,3.9783,-0.38383,0,0,0,1,0.00084225,1e-05,0,5.236e-13,59688
-0.18425,-0.04865,-0.032062,300.19,15.571,3.1929,-3.7133,0,0,0,1,0.00084017,1e-05,0,5.236e-13,59688
-0.18846,-0.062175,-0.043796,300.04,5.8282,0.3982,-1.2516,0.6277,-0.37103,-0.5442,1,0.00083769,1e-05,0,5.236e-13,59688
-0.18371,-0.015657,-0.038517,300.05,15.978,6.5881,-2.0402,0,0,0,1,0.00083665,1e-05,0,5.236e-13,59688
-0.18403,-0.051199,-0.02452,300.22,15.606,2.7303,-4.2143,0,0,0,1,0.00083392,1e-05,0,5.236e-13,59688
-0.18353,-0.0070425,-0.033803,300.01,16.364,7.5586,-1.2019,0,0,0,1,0.00083131,1e-05,0,5.236e-13,47750
-0.18372,-0.026904,-0.022911,300.04,16.281,5.1846,-5.5588,0,0,0,1,0.00082931,1e-05,0,5.236e-13,47750
-0.184,-0.046511,-0.013747,300.21,15.762,2.3375,-5.5023,0,0,0,1,0.00082431,1e-05,0,5.236e-13,47750
-0.18428,-0.015032,-0.037597,300.2,16.02,6.6169,-2.0609,0,0,0,1,0.00081373,1e-05,0,5.236e-13,59688
-0.1839,-0.031471,-0.066488,300.5,15.242,3.4157,-1.425,0,0,0,1,0.00080957,1e-05,0,5.236e-13,59688
-0.18493,-0.01358,-0.063037,300.46,15.411,4.3434,-0.39892,0,0,0,1,0.00080639,1e-05,0,5.236e-13,47750
-0.18493,-0.015859,-0.072168,300.52,15.334,3.6087,-0.63134,0,0,0,1,0.00080631,1e-05,0,5.236e-13,59688
-0.18461,-0.01836,-0.037961,300.27,15.918,6.3269,-2.4392,0,0,0,1,0.00080475,1e-05,0,5.236e-13,59688
-0.1847,-0.069325,-0.014659,300.52,15.259,1.054,-3.7708,0,0,0,1,0.00080423,1e-05,0,5.236e-13,59688
-0.18437,-0.034009,-0.01855,300.25,16.067,3.8291,-6.0258,0,0,0,1,0.00080266,1e-05,0,5.236e-13,59688
-0.18441,-0.0061417,-0.064701,300.49,15.394,4.3007,0.10983,0,0,0,1,0.00080227,1e-05,0,5.236e-13,59688
-0.1848,-0.059096,-0.021849,300.5,15.433,2.0229,-3.9789,0,0,0,1,0.00079872,1e-05,0,5.236e-13,47750
-0.18492,-0.041987,-0.019943,300.4,15.774,3.1958,-5.3263,0,0,0,1,0.00079225,1e-05,0,5.236e-13,59688
-0.18466,-8.2443e-05,-0.053641,300.47,15.623,5.349,0.72167,0,0,0,1,0.00079173,1e-05,0,5.236e-13,59688
-0.1847,-0.030921,-0.038348,300.44,15.7,4.9737,-3.1854,0,0,0,1,0.00079016,1e-05,0,5.236e-13,59688
-0.18509,-0.057025,-0.041433,300.64,15.27,2.5195,-2.9976,0,0,0,1,0.00078665,1e-05,0,5.236e-13,59688
-0.18429,-0.020482,-0.024203,300.29,16.464,6.2495,-5.045,0,0,0,1,0.0007856,1e-05,0,5.236e-13,59688
-0.18517,-0.02169,-0.044323,300.5,15.671,5.5749,-1.983,0,0,0,1,0.00078164,1e-05,0,5.236e-13,47750
-0.18466,-0.02465,-0.068781,300.69,15.243,3.5481,-1.0711,0,0,0,1,0.00078139,1e-05,0,5.236e-13,47750
-0.18499,-0.038812,-0.020425,300.47,15.837,3.5092,-5.4874,0,0,0,1,0.00077766,1e-05,0,5.236e-13,59688
-0.18379,-0.015224,-0.014572,300.27,18.297,5.2392,-5.7599,0,0,0,1,0.00077415,1e-05,0,5.236e-13,59688
-0.1846,-0.0025553,-0.038873,300.47,16.031,7.0754,0.13363,0,0,0,1,0.00077089,1e-05,0,5.236e-13,59688
-0.18536,-0.0064099,-0.070681,300.79,15.277,3.8284,-0.062188,0,0,0,1,0.00076516,1e-05,0,5.236e-13,59688
-0.18516,-0.020653,-0.053867,300.7,15.5,4.8403,-1.1439,0,0,0,1,0.00076308,1e-05,0,5.236e-13,59688
-0.18499,-0.031637,-0.029655,300.63,15.829,4.8567,-4.411,0,0,0,1,0.00075435,1e-05,0,5.236e-13,59688
-0.18405,-0.0055178,-0.022676,300.42,17.769,7.7892,-1.9806,0,0,0,1,0.00075422,1e-05,0,5.236e-13,59688
-0.18512,-0.0071991,-0.052398,300.73,15.581,5.479,-0.018143,0,0,0,1,0.00075331,1e-05,0,5.236e-13,59688
-0.18451,-0.019591,-0.013921,300.44,17.554,4.6587,-6.7002,0,0,0,1,0.00075227,1e-05,0,5.236e-13,59688
-0.18557,-0.0028013,-0.046417,300.7,15.687,6.2621,0.3399,0,0,0,1,0.00074914,1e-05,0,5.236e-13,59688
-0.19233,-0.032924,-0.068643,300.58,1.4445,0.54372,-0.30308,0.11453,0.5306,-0.53732,1,0.00074797,1e-05,0,5.236e-13,59688
-0.18579,-0.068608,-0.0094457,300.9,15.271,0.844,-3.8843,0,0,0,1,0.00074706,1e-05,0,5.236e-13,59688
-0.18553,-0.049241,-0.050108,300.91,15.251,2.9829,-2.5273,0,0,0,1,0.00074641,1e-05,0,5.236e-13,59688
-0.18519,-0.036902,-0.012173,300.67,15.958,2.736,-6.5518,0,0,0,1,0.00074289,1e-05,0,5.236e-13,59688
-0.18586,-0.016674,-0.070099,300.95,15.258,3.681,-0.64599,0,0,0,1,0.00074224,1e-05,0,5.236e-13,59688
-0.1851,-0.0065657,-0.031625,300.63,16.376,7.7358,-1.3195,0,0,0,1,0.0007383,1e-05,0,5.236e-13,47750
-0.18606,-0.059619,-0.020054,300.93,15.401,1.8692,-4.0106,0,0,0,1,0.00073599,1e-05,0,5.236e-13,59688
-0.18567,-0.055835,-0.034289,300.99,15.327,2.5802,-3.364,0,0,0,1,0.00073039,1e-05,0,5.236e-13,59688
-0.18574,-0.0083717,-0.040472,300.79,15.85,6.7365,-0.78074,0,0,0,1,0.00072922,1e-05,0,5.236e-13,59688
-0.18567,-0.030062,-0.062709,301.04,15.252,3.6684,-1.398,0,0,0,1,0.00072766,1e-05,0,5.236e-13,59688
-0.18604,-0.045685,-0.044797,301.08,15.346,3.38,-2.7515,0,0,0,1,0.00071724,1e-05,0,5.236e-13,59688
-0.18633,-0.041047,-0.040504,301.03,15.476,3.8334,-3.0312,0,0,0,1,0.00071685,1e-05,0,5.236e-13,59688
-0.18598,-0.050494,-0.027041,301.03,15.495,2.8115,-3.9892,0,0,0,1,0.00071672,1e-05,0,5.236e-13,59688
-0.18559,-0.03415,-0.018095,300.86,15.955,3.7102,-5.9957,0,0,0,1,0.00071581,1e-05,0,5.236e-13,59688
-0.18601,-0.041103,-0.0045434,300.89,15.795,1.4044,-6.6244,0,0,0,1,0.00071516,1e-05,0,5.236e-13,59688
-0.18462,-0.022688,-0.005963,300.72,17.635,1.9978,-7.7823,0,0,0,1,0.0007133,1e-05,0,5.236e-13,47750
-0.18584,-0.024536,-0.027175,300.87,16.07,5.6093,-4.5731,0,0,0,1,0.00071255,1e-05,0,5.236e-13,59688
-0.18628,-0.045953,-0.029992,301.07,15.528,3.2905,-3.9278,0,0,0,1,0.00070891,1e-05,0,5.236e-13,59688
-0.1856,-0.021124,-0.032479,300.92,15.99,6.0528,-3.402,0,0,0,1,0.00070839,1e-05,0,5.236e-13,59688
-0.1834,0.0019086,-0.013033,300.73,20.135,5.5133,0.63835,0,0,0,1,0.00070682,1e-05,0,5.236e-13,59688
-0.18625,-0.030378,-0.045753,301.1,15.497,4.6391,-2.3073,0,0,0,1,0.00070422,1e-05,0,5.236e-13,59688
-0.18318,-0.0054425,-0.0041679,300.75,21.268,1.7281,-2.5289,0,0,0,1,0.00070331,1e-05,0,5.236e-13,59688
-0.18525,-0.020737,-0.0065673,300.79,17.974,2.2508,-7.4707,0,0,0,1,0.00070266,1e-05,0,5.236e-13,59688
-0.18637,-0.0037723,-0.075405,301.31,14.205,2.625,0.22617,0.21683,-0.52979,-0.29498,1,0.00070213,1e-05,0,5.236e-13,59688
-0.18552,-0.025194,-0.025194,300.94,16.103,5.4618,-4.9655,0,0,0,1,0.00070122,1e-05,0,5.236e-13,59688
-0.18526,-0.0009995,-0.023006,300.85,17.708,7.9147,-0.37571,0,0,0,1,0.00069588,1e-05,0,5.236e-13,47750
-0.18607,-0.041093,-0.0039315,301.05,15.772,1.3045,-6.6213,0,0,0,1,0.0006938,1e-05,0,5.236e-13,59688
-0.18662,-0.0014688,-0.04988,301.16,15.556,5.7321,0.55797,0,0,0,1,0.00068963,1e-05,0,5.236e-13,47750
-0.18647,-0.018148,-0.059096,301.27,15.362,4.4431,-0.77425,0,0,0,1,0.00068888,1e-05,0,5.236e-13,47750
-0.18643,0.00018628,-0.045798,301.14,15.627,6.2167,0.75728,0,0,0,1,0.0006883,1e-05,0,5.236e-13,47750
-0.18622,-0.044677,-0.021681,301.18,15.593,3.02,-4.8198,0,0,0,1,0.00068755,1e-05,0,5.236e-13,47750
-0.18686,-0.042043,-0.057079,301.36,15.224,3.2042,-2.0533,0,0,0,1,0.00068555,1e-05,0,5.236e-13,47750
-0.18686,-0.032086,-0.039878,301.24,15.533,4.6948,-2.9784,0,0,0,1,0.00068182,1e-05,0,5.236e-13,59688
-0.18677,-0.074575,-0.0054878,301.42,15.407,0.36012,-3.4021,0,0,0,1,0.0006783,1e-05,0,5.236e-13,59688
-0.18541,-0.015246,-0.011739,300.97,18.541,4.3093,-5.8888,0,0,0,1,0.00067765,1e-05,0,5.236e-13,59688
-0.18678,-0.054098,-0.011262,301.32,15.478,1.6252,-4.7628,0,0,0,1,0.00067622,1e-05,0,5.236e-13,59688
-0.18497,-0.0057479,-0.017791,301,18.712,6.7276,-2.3354,0,0,0,1,0.00067414,1e-05,0,5.236e-13,59688
-0.18542,-0.020311,-0.0024883,301.01,18.236,0.79031,-7.4778,0,0,0,1,0.00067349,1e-05,0,5.236e-13,59688
-0.18594,-0.033461,-0.058336,301.46,15.221,3.7039,-1.6575,0,0,0,1,0.00066893,1e-05,0,5.236e-13,59688
-0.18494,-0.037437,-0.065319,301.07,17.097,4.201,-1.5826,1.5879,1.7273,-0.22053,1,0.00066705,1e-05,0,5.236e-13,47750
-0.18693,-0.025232,-0.058839,301.46,15.3,4.122,-1.2317,0,0,0,1,0.0006658,1e-05,0,5.236e-13,59688
-0.18675,-0.015296,-0.030051,301.2,16.125,6.8662,-3.1756,0,0,0,1,0.00066515,1e-05,0,5.236e-13,59688
-0.18655,-0.0011449,-0.044605,301.32,15.624,6.3413,0.54332,0,0,0,1,0.00066268,1e-05,0,5.236e-13,59688
-0.18701,-0.016816,-0.035614,301.3,15.851,6.358,-2.4642,0,0,0,1,0.0006606,1e-05,0,5.236e-13,59688
-0.18632,-0.029478,-0.0053734,301.2,16.402,1.6791,-7.8347,0,0,0,1,0.00065872,1e-05,0,5.236e-13,47750
-0.18722,-0.043871,-0.0037154,301.39,15.602,1.2356,-6.2585,0,0,0,1,0.00065346,1e-05,0,5.236e-13,47750
-0.18584,-0.018414,-0.019415,301.21,16.863,5.9172,-5.5705,0,0,0,1,0.00065288,1e-05,0,5.236e-13,47750
-0.18668,-0.012709,-0.040146,301.38,15.702,6.4474,-1.4214,0,0,0,1,0.00065213,1e-05,0,5.236e-13,59688
-0.18673,-0.064673,-0.0026449,301.59,15.253,0.61813,-4.1391,0,0,0,1,0.00065005,1e-05,0,5.236e-13,59688
-0.1871,-0.047221,-0.034229,301.55,15.391,3.2147,-3.4713,0,0,0,1,0.00064914,1e-05,0,5.236e-13,59688
-0.18687,-0.0080858,-0.066256,301.63,15.245,4.0299,-0.07722,0,0,0,1,0.00064705,1e-05,0,5.236e-13,59688
-0.18405,-0.00075304,-0.007266,301.19,21.031,3.1768,-0.43215,0,0,0,1,0.0006464,1e-05,0,5.236e-13,59688
-0.18643,-0.0007243,-0.022639,301.32,17.644,7.7766,-0.25857,0,0,0,1,0.00063663,1e-05,0,5.236e-13,59688
-0.18711,-0.012227,-0.050547,301.61,15.437,5.4073,-0.60348,0,0,0,1,0.00063546,1e-05,0,5.236e-13,59688
-0.18717,-0.060565,-0.02345,301.72,15.249,1.8905,-3.7193,0,0,0,1,0.00063351,1e-05,0,5.236e-13,59688
-0.18709,-0.028862,-0.0077986,301.41,16.342,2.3107,-7.6358,0,0,0,1,0.00063338,1e-05,0,5.236e-13,59688
-0.18721,-0.043986,-0.019184,301.61,15.529,2.8622,-5.0684,0,0,0,1,0.0006313,1e-05,0,5.236e-13,59688
-0.18637,-0.067517,-0.033708,301.73,15.538,1.5003,-2.6891,0.16672,-0.15356,0.02991,1,0.00062973,1e-05,0,5.236e-13,59688
-0.18739,-0.036118,-0.065256,301.8,15.318,3.1354,-1.6104,0,0,0,1,0.00062713,1e-05,0,5.236e-13,59688
-0.18776,-0.060286,-0.019348,301.77,15.283,1.7305,-3.9138,0,0,0,1,0.00062622,1e-05,0,5.236e-13,59688
-0.18729,-0.0034662,-0.049389,301.66,15.461,5.7121,0.31332,0,0,0,1,0.00062557,1e-05,0,5.236e-13,59688
-0.18752,-0.0071409,-0.070521,301.84,15.175,3.7049,-0.11796,0,0,0,1,0.00062309,1e-05,0,5.236e-13,59688
-0.18703,-0.032065,-0.056107,301.8,15.225,3.8682,-1.6715,0,0,0,1,0.00062296,1e-05,0,5.236e-13,59688
-0.18712,-0.036772,-0.051916,301.8,15.243,3.7651,-2.0673,0,0,0,1,0.00062205,1e-05,0,5.236e-13,59688
-0.1876,-0.0064902,-0.049947,301.75,15.428,5.6022,-0.021347,0,0,0,1,0.0006158,1e-05,0,5.236e-13,59688
-0.18737,-0.062186,-0.041882,301.93,15.135,1.9523,-2.7509,0,0,0,1,0.00061476,1e-05,0,5.236e-13,59688
-0.18725,-0.025581,-0.063584,301.9,15.165,3.7171,-1.128,0,0,0,1,0.00061372,1e-05,0,5.236e-13,59688
-0.18765,-0.040148,-0.012228,301.7,15.626,2.4475,-6.0341,0,0,0,1,0.00061267,1e-05,0,5.236e-13,59688
-0.18714,-0.005286,-0.073782,301.93,15.207,3.523,-0.093397,0,0,0,1,0.00061255,1e-05,0,5.236e-13,59688
-0.18799,-0.068637,-0.025454,301.95,15.146,1.348,-3.3037,0,0,0,1,0.00061059,1e-05,0,5.236e-13,59688
-0.18735,-0.051195,-0.044914,301.94,15.158,2.8368,-2.724,0,0,0,1,0.00060913,1e-05,0,5.236e-13,47750
-0.18743,-0.015364,-0.0725,301.97,15.182,3.4342,-0.59548,0,0,0,1,0.00060846,1e-05,0,5.236e-13,47750
-0.18719,-0.013322,-0.033935,301.7,15.896,6.7075,-2.1806,0,0,0,1,0.00060663,1e-05,0,5.236e-13,47750
-0.18767,-0.053381,-0.014917,301.88,15.379,1.8849,-4.5368,0,0,0,1,0.00060638,1e-05,0,5.236e-13,47750
-0.18717,-0.0036642,-0.028005,301.62,16.537,7.9075,-0.85803,0,0,0,1,0.0006063,1e-05,0,5.236e-13,59688
-0.18774,-0.030145,-0.022335,301.73,15.802,4.467,-5.3409,0,0,0,1,0.00060434,1e-05,0,5.236e-13,59688
-0.1878,-0.026318,-0.065954,302.01,15.14,3.5077,-1.1439,0,0,0,1,0.0006033,1e-05,0,5.236e-13,59688
-0.18786,-0.027698,-0.061831,302.02,15.167,3.7134,-1.272,0,0,0,1,0.00059913,1e-05,0,5.236e-13,59688
-0.18715,-0.051786,-0.047127,302.04,15.103,2.7366,-2.6061,0,0,0,1,0.00059809,1e-05,0,5.236e-13,59688
-0.18676,-0.015433,-0.011204,301.65,18.36,4.0706,-5.833,0,0,0,1,0.00059431,1e-05,0,5.236e-13,59688
-0.18595,-0.0023098,-0.011095,301.63,20.161,4.6196,-1.0943,0,0,0,1,0.00059392,1e-05,0,5.236e-13,59688
-0.18738,-0.028481,-0.032294,301.88,15.573,5.0977,-3.8116,0,0,0,1,0.00059304,1e-05,0,5.236e-13,47750
-0.18742,-0.028548,-0.0094062,301.75,16.241,2.7171,-7.394,0,0,0,1,0.00059204,1e-05,0,5.236e-13,47750
-0.18798,-0.0557,-0.019238,302.04,15.298,1.9866,-4.1096,0,0,0,1,0.00058976,1e-05,0,5.236e-13,59688
-0.18762,-0.018013,-0.021691,301.8,16.459,6.1788,-5.0029,0,0,0,1,0.00058455,1e-05,0,5.236e-13,59688
-0.18788,-0.035943,-0.023563,301.96,15.562,3.8733,-4.9967,0,0,0,1,0.0005839,1e-05,0,5.236e-13,59688
-0.18516,-0.030973,-0.0038338,300.62,16.428,1.268,-7.9095,0,0,0,1,0.00073755,1e-05,0,5.236e-13,59688
-0.18795,-0.045552,-0.028375,302.05,15.361,3.1634,-3.9739,0,0,0,1,0.00058338,1e-05,0,5.236e-13,59688
-0.18832,-0.031506,-0.030404,302,15.5,4.7105,-4.1272,0,0,0,1,0.00057921,1e-05,0,5.236e-13,47750
-0.18567,-0.00151,-0.0094566,301.77,20.429,3.9921,-0.75078,0,0,0,1,0.00057788,1e-05,0,5.236e-13,47750
-0.18823,-0.049566,-0.0060591,302.07,15.372,1.3242,-5.339,0,0,0,1,0.00057746,1e-05,0,5.236e-13,47750
-0.18809,-0.067833,-0.013864,302.23,15.104,1.0224,-3.6621,0,0,0,1,0.00057556,1e-05,0,5.236e-13,59688
-0.18779,-0.00214,-0.033214,301.95,15.966,7.4311,-0.072242,0,0,0,1,0.00057348,1e-05,0,5.236e-13,59688
-0.18814,-0.057704,-0.0020095,302.18,15.256,0.74225,-4.6028,0,0,0,1,0.00057205,1e-05,0,5.236e-13,59688
-0.1868,-0.0075575,-0.014057,301.84,19.056,5.438,-3.0808,0,0,0,1,0.0005714,1e-05,0,5.236e-13,59688
-0.18743,-0.021646,-0.021356,301.95,16.17,5.611,-5.4065,0,0,0,1,0.00056996,1e-05,0,5.236e-13,59688
-0.18798,-0.021833,-0.055455,302.22,15.223,4.4191,-1.1179,0,0,0,1,0.00056931,1e-05,0,5.236e-13,59688
-0.18804,-0.029027,-0.069384,302.37,14.981,2.9648,-1.1513,0,0,0,1,0.00056538,1e-05,0,5.236e-13,47750
-0.18778,-0.014703,-0.02479,301.98,16.34,6.8263,-3.8902,0,0,0,1,0.00056471,1e-05,0,5.236e-13,47750
-0.18799,-0.031112,-0.0288,302.14,15.538,4.6554,-4.3116,0,0,0,1,0.00056254,1e-05,0,5.236e-13,59688
-0.18791,-0.044111,-0.0552,302.36,15.054,3.0217,-2.1045,0,0,0,1,0.00056163,1e-05,0,5.236e-13,59688
-0.18805,-0.023059,-0.036804,302.16,15.473,5.5966,-2.8635,0,0,0,1,0.00056046,1e-05,0,5.236e-13,59688
-0.18852,-0.065243,-0.033318,302.39,15.068,1.6969,-3.0628,0,0,0,1,0.0005589,1e-05,0,5.236e-13,59688
-0.18793,-0.029992,-0.044637,302.27,15.286,4.5363,-2.3043,0,0,0,1,0.00055851,1e-05,0,5.236e-13,59688
-0.18864,-0.058156,-0.012803,302.32,15.233,1.4573,-4.2155,0,0,0,1,0.00055837,1e-05,0,5.236e-13,59688
-0.18824,-0.017928,-0.062911,302.36,15.13,3.9728,-0.68326,0,0,0,1,0.00055746,1e-05,0,5.236e-13,59688
-0.18866,-0.068102,-0.027221,302.41,15.069,1.3931,-3.199,0,0,0,1,0.00055642,1e-05,0,5.236e-13,59688
-0.18864,-0.033917,-0.064985,302.42,15.072,3.1491,-1.4917,0,0,0,1,0.00055538,1e-05,0,5.236e-13,59688
-0.18802,-0.028752,-0.059621,302.44,15.089,3.7413,-1.3538,0,0,0,1,0.00054871,1e-05,0,5.236e-13,47750
-0.18605,-0.0027985,-0.003656,302.08,20.947,1.5272,-1.2594,0,0,0,1,0.00054223,1e-05,0,5.236e-13,59688
-0.1888,-0.041383,-0.046951,302.49,15.138,3.4786,-2.4332,0,0,0,1,0.00054096,1e-05,0,5.236e-13,47750
-0.18868,-0.019019,-0.064302,302.55,15.08,3.8034,-0.73778,0,0,0,1,0.00053754,1e-05,0,5.236e-13,59688
-0.18882,-0.039806,-0.050737,302.56,15.096,3.4698,-2.1686,0,0,0,1,0.00053454,1e-05,0,5.236e-13,59688
-0.18907,-0.033466,-0.041299,302.51,15.238,4.299,-2.7231,0,0,0,1,0.00053142,1e-05,0,5.236e-13,59688
-0.18909,-0.041745,-0.040864,302.57,15.175,3.5449,-2.8523,0,0,0,1,0.00052846,1e-05,0,5.236e-13,47750
