"Points:0","Points:1","Points:2"
-0.18431,-0.037063,-0.06645
-0.1838,-0.056188,-0.051363
-0.18394,-0.048097,-0.058591
-0.18656,-0.075141,-0.011761
-0.18117,-0.0089456,-0.058035
-0.18154,-0.044796,-0.014023
-0.18136,-0.0061668,-0.03351
-0.18159,-0.03763,-0.004078
-0.18169,-0.0050078,-0.040495
-0.18148,-0.027236,-0.01847
-0.1817,-0.033519,-0.028435
-0.18137,-0.022433,-0.0096753
-0.18167,-0.030381,-0.026397
-0.1821,-0.0051427,-0.035409
-0.1824,-0.02918,-0.042939
-0.18184,-0.030471,-0.021994
-0.18307,-0.001624,-0.061417
-0.18307,-0.0097199,-0.057154
-0.18241,-0.050192,-0.010864
-0.18311,-0.036941,-0.023373
-0.1841,-0.0075214,-0.07512
-0.18293,-0.049601,-0.016431
-0.1826,-0.031134,-0.0077785
-0.18316,-0.029984,-0.032361
-0.18294,-0.040958,-0.028926
-0.18214,-0.016767,-0.01336
-0.1832,-0.0049962,-0.038728
-0.18303,-0.018744,-0.019533
-0.18263,-0.0092987,-0.022333
-0.18297,-0.033249,-0.011798
-0.18364,-0.014746,-0.068138
-0.18368,-0.050557,-0.014214
-0.18375,-0.062159,-0.039021
-0.18405,-0.016406,-0.071211
-0.18336,-0.029211,-0.021637
-0.1836,-0.040373,-0.030273
-0.18368,-0.03807,-0.033355
-0.18376,-0.01741,-0.03558
-0.18377,-0.03787,-0.032773
-0.18436,-0.00027325,-0.066088
-0.18388,-0.068046,-0.023177
-0.18452,-0.044003,-0.05125
-0.18375,-0.028521,-0.0078696
-0.18385,-0.017186,-0.073519
-0.18441,-0.044231,-0.018726
-0.18385,-0.045413,-0.035696
-0.18369,-0.024601,-0.024097
-0.18377,-0.067411,-0.0026779
-0.1834,-0.033684,-0.007216
-0.18415,-0.072098,-0.01567
-0.18431,-0.0079285,-0.046219
-0.18407,-0.011618,-0.027135
-0.18431,-0.016031,-0.067813
-0.18402,-0.019604,-0.015292
-0.18375,-0.018443,-0.029604
-0.18465,-0.06285,-0.037221
-0.18464,-0.012809,-0.044356
-0.18465,-0.0003559,-0.05967
-0.18451,-0.053086,-0.034339
-0.18414,-0.042313,-0.015044
-0.18424,-0.050992,-0.018756
-0.18429,-0.023693,-0.055349
-0.18478,-0.043267,-0.042169
-0.18456,-0.02579,-0.025543
-0.18475,-0.0026854,-0.073081
-0.18454,-0.0007916,-0.034438
-0.1847,-0.014513,-0.039827
-0.18481,-0.059214,-0.0044119
-0.18396,-0.022266,-0.029674
-0.18405,-0.03782,-0.010801
-0.18454,-0.010486,-0.020923
-0.1848,-0.00063957,-0.023814
-0.18498,-0.042152,-0.032743
-0.18476,-0.0040251,-0.024565
-0.18525,-0.0050837,-0.07052
-0.1848,-0.033186,-0.066771
-0.18474,-0.028093,-0.034619
-0.18485,-0.027683,-0.010771
-0.18489,-0.019491,-0.026107
-0.18497,-0.042004,-0.019796
-0.18503,-0.035192,-0.0040187
-0.18555,-0.052004,-0.0093008
-0.18512,-0.051333,-0.041097
-0.18482,-0.0097398,-0.02687
-0.18566,-0.026967,-0.053431
-0.18515,-0.030079,-0.04198
-0.1859,-0.04439,-0.059532
-0.18582,-0.011475,-0.058369
-0.18568,-0.053554,-0.050568
-0.18554,-0.022527,-0.016584
-0.18504,-0.070312,-0.0027147
-0.18585,-0.036961,-0.058641
-0.1859,-0.04733,-0.014903
-0.18597,-0.01492,-0.0616
-0.18569,-0.027356,-0.035875
-0.18574,-0.061015,-0.042774
-0.18575,-0.033619,-0.048836
-0.18574,-0.049374,-0.013974
-0.18552,-0.064454,-0.039239
-0.18618,-0.0017002,-0.064377
-0.18364,-0.0037079,-0.017219
-0.18528,-0.03269,-0.0060232
-0.18611,-0.046271,-0.054466
-0.1864,-0.041243,-0.036298
-0.18598,-0.013594,-0.056346
-0.18632,-0.043311,-0.0083952
-0.18627,-0.055663,-0.043709
-0.18599,-0.035059,-0.058849
-0.18573,-0.025609,-0.025205
-0.19186,-0.038706,-0.065577
-0.18585,-0.044796,-0.01483
-0.18562,-0.012545,-0.032938
-0.18641,-0.0026074,-0.027903
-0.18665,-0.031978,-0.052568
-0.18624,-0.020159,-0.015572
-0.18657,-0.024589,-0.044428
-0.18624,-0.063285,-0.022191
-0.18666,-0.019044,-0.071536
-0.18616,-0.018537,-0.015149
-0.18634,-0.012653,-0.051482
-0.18588,-0.021007,-0.036989
-0.18631,-0.003345,-0.029705
-0.18641,-0.015826,-0.049033
-0.18673,-0.037807,-0.017618
-0.18608,-0.072003,-0.0018982
-0.18666,-0.0069952,-0.040529
-0.186,-0.050506,-0.039871
-0.18642,-0.040999,-0.035816
-0.18694,-0.019136,-0.057758
-0.18694,-0.0040228,-0.066147
-0.18654,-0.016854,-0.049118
-0.18608,-0.027956,-0.016637
-0.18676,-0.038096,-0.019648
-0.18646,-0.064749,-0.012382
-0.18337,-0.02075,-0.0066207
-0.18698,-0.05454,-0.021693
-0.18681,-0.037333,-0.049834
-0.1867,-0.039512,-0.0087267
-0.18667,-0.01669,-0.038354
-0.18635,-0.018376,-0.052647
-0.18693,-0.060539,-0.0089803
-0.18706,-0.045037,-0.057965
-0.18643,-0.049698,-0.017194
-0.18673,-0.00020345,-0.049573
-0.18708,-0.028492,-0.022653
-0.18674,-0.0033692,-0.022247
-0.18725,-0.05024,-0.053165
-0.1869,-0.00011815,-0.042835
-0.18664,-0.07074,-0.024864
-0.18743,-0.044114,-0.029975
-0.1868,-0.0016631,-0.060385
-0.18753,-0.063714,-0.019981
-0.18702,-0.035163,-0.0053024
-0.18714,-0.016049,-0.056459
-0.18712,-0.02576,-0.046541
-0.1872,-0.0011222,-0.031707
-0.1874,-0.045551,-0.036509
-0.18717,-0.039132,-0.010472
-0.18617,-0.0075902,-0.016548
-0.18696,-0.023115,-0.039882
-0.18756,-0.05431,-0.018508
