"Points:0","Points:1","Points:2"
-0.19083,-0.064249,-0.040888
-0.18692,-0.01462,-0.074464
-0.18907,-0.0215,-0.073028
-0.1855,-0.072203,-0.023512
-0.1878,-0.034077,-0.067937
-0.18629,-0.021523,-0.072839
-0.18409,-0.0024682,-0.075672
-0.18166,-0.0020366,-0.048426
-0.18122,-0.023697,-0.043964
-0.18177,-0.015047,-0.054753
-0.18168,-0.0054925,-0.049493
-0.18206,-0.041795,-0.0094969
-0.18159,-0.033139,-0.016191
-0.18218,-0.013947,-0.052426
-0.18174,-0.0014758,-0.045122
-0.18154,-0.025627,-0.01993
-0.1816,-0.010671,-0.032423
-0.18171,-0.013383,-0.048254
-0.18231,-0.041722,-0.020707
-0.18189,-0.033497,-0.019638
-0.1855,-0.068948,-0.031382
-0.18219,-0.041766,-0.022478
-0.18237,-0.022038,-0.040178
-0.18289,-0.0056397,-0.056727
-0.18138,-0.023739,-0.0059824
-0.18259,-0.0068563,-0.035333
-0.18286,-0.016226,-0.053916
-0.18293,-0.032496,-0.036489
-0.18268,-0.0041938,-0.035549
-0.18188,-0.023889,-0.0089499
-0.18207,-0.022472,-0.011174
-0.18233,-0.016711,-0.022518
-0.18338,-0.016094,-0.046229
-0.18266,-0.0298,-0.0045656
-0.1833,-0.010567,-0.048531
-0.18362,-0.06547,-0.027849
-0.18366,-0.059996,-0.036865
-0.18272,-0.031267,-0.017122
-0.18366,-0.040778,-0.062335
-0.18368,-0.040653,-0.054076
-0.18365,-0.037497,-0.023287
-0.18389,-0.050371,-0.014159
-0.18371,-0.015809,-0.0488
-0.18357,-0.048761,-0.017928
-0.18408,-0.05851,-0.025579
-0.18315,-0.013195,-0.032548
-0.18391,-0.042363,-0.013585
-0.18404,-0.005428,-0.051114
-0.18364,-0.010493,-0.032725
-0.18327,-0.0042707,-0.033384
-0.18387,-0.01283,-0.043519
-0.18408,-0.039878,-0.019961
-0.1832,-0.014695,-0.025521
-0.18403,-0.036517,-0.032203
-0.18215,-0.0045117,-0.022177
-0.1835,-0.041743,-0.018906
-0.18439,-0.0079981,-0.0471
-0.1833,-0.017901,-0.026387
-0.18427,-0.030906,-0.031967
-0.18437,-0.033107,-0.030387
-0.18397,-0.02228,-0.039633
-0.18413,-0.014892,-0.071786
-0.18447,-0.019669,-0.058882
-0.1844,-0.010376,-0.060307
-0.18475,-0.01575,-0.064288
-0.18485,-0.033561,-0.062934
-0.18429,-0.04623,-0.038116
-0.18207,-0.0085529,-0.01381
-0.18354,-0.013819,-0.022153
-0.18377,-0.019654,-0.025514
-0.18465,-0.034919,-0.032283
-0.18447,-0.017105,-0.038409
-0.18436,-0.049773,-0.0117
-0.18323,-0.0039409,-0.026475
-0.1839,-0.0099773,-0.034228
-0.18465,-0.039574,-0.0068837
-0.18468,-0.035709,-0.018962
-0.18224,-0.0093567,-0.010738
-0.18499,-0.040996,-0.021169
-0.19154,-0.038924,-0.065414
-0.18436,-0.070083,-0.019673
-0.18442,-0.029055,-0.02806
-0.18527,-0.047563,-0.055295
-0.18495,-0.062273,-0.0033772
-0.18491,-0.0072493,-0.033006
-0.18523,-0.051162,-0.021422
-0.18226,-0.0095642,-0.0027285
-0.185,-0.0056273,-0.061756
-0.1852,-0.044721,-0.059239
-0.18493,-0.060183,-0.016579
-0.18453,-0.050207,-0.046298
-0.18474,-0.04479,-0.054771
-0.18544,-0.031825,-0.063018
-0.1821,-0.0090422,-0.0057251
-0.18481,-0.030686,-0.064879
-0.18488,-0.029897,-0.014028
-0.18536,-0.069757,-0.025261
-0.18558,-0.044992,-0.0061841
-0.18412,-0.0015741,-0.022368
-0.18238,-7.0672e-05,-0.014261
-0.18527,-0.042947,-0.018732
-0.18527,-0.051611,-0.032741
-0.18513,-0.014292,-0.036671
-0.18557,-0.032897,-0.017551
-0.18543,-0.023718,-0.064128
-0.18519,-0.046674,-0.050183
-0.18569,-0.065123,-0.033598
-0.18604,-0.05238,-0.042407
-0.18541,-0.0027408,-0.047766
-0.1855,-0.01049,-0.058436
-0.18627,-0.071656,-0.01543
-0.18571,-0.032804,-0.013878
-0.18501,-0.014017,-0.019189
-0.18613,-0.064159,-0.0053912
-0.18532,0.0013196,-0.030526
-0.18613,-0.033298,-0.040071
-0.18644,-0.051376,-0.030338
-0.18584,-0.046546,-0.011006
-0.18593,-0.0051617,-0.047721
-0.18593,-0.040981,-0.060014
-0.1862,-0.069838,-0.0023448
-0.1919,-0.068088,-0.03413
-0.18626,-0.037487,-0.049588
-0.18389,-0.0068139,-0.011014
-0.18648,-0.042632,-0.051293
-0.18613,-0.02004,-0.068426
-0.18591,-0.026726,-0.058137
-0.18568,-0.0037176,-0.070349
-0.18616,-0.029405,-0.052205
-0.1868,-0.044257,-0.058481
-0.18574,-0.023293,-0.0024489
-0.18677,-0.044673,-0.038886
-0.18281,-0.030759,-0.00429
-0.18663,-0.021604,-0.043541
-0.18653,-0.026677,-0.034598
-0.18669,-0.0012811,-0.060199
-0.18662,-0.047121,-0.0074121
-0.18634,-0.045783,-0.034767
-0.18578,-0.017315,-0.0154
-0.18712,-0.041593,-0.048518
-0.18656,-0.02946,-0.003446
-0.1864,-0.026231,-0.029319
-0.18658,-0.046042,-0.030144
-0.18691,-0.051899,-0.04914
-0.18725,-0.034705,-0.065023
-0.1859,-0.026545,-0.0078884
-0.1866,-0.037875,-0.043021
-0.18559,-0.010696,-0.018002
-0.18689,-0.049057,-0.035589
-0.1864,-0.0095286,-0.026883
-0.1873,-0.011936,-0.052056
-0.18731,-0.026044,-0.039251
-0.18723,-0.051411,-0.026774
-0.18742,-0.0011128,-0.071939
-0.18599,-0.01359,-0.017374
-0.18765,-0.064717,-0.021035
-0.18735,-0.059442,-0.02833
-0.18655,-0.073754,-0.0072649
-0.18516,-0.0031341,-0.00097296
-0.18744,-0.026987,-0.040255
-0.18668,-0.03568,-0.045333
-0.18745,-0.01232,-0.038587
-0.18794,-0.059532,-0.012826
-0.1868,-0.0045742,-0.034488
-0.18751,-0.011873,-0.072287
-0.18769,-0.00826,-0.039242
-0.18751,-0.072155,-0.02068
-0.1877,-0.068966,-0.023033
-0.18751,-0.00018449,-0.02925
-0.18738,-0.04231,-0.0048473
-0.18744,-0.050066,-0.011927
-0.18809,-0.068269,-0.011558
-0.18764,-0.042507,-0.024541
-0.18744,-0.025612,-0.015047
-0.18687,-0.014984,-0.010636
-0.18815,-0.01908,-0.071508
