"Points:0","Points:1","Points:2"
-0.18935,-0.01137,-0.075189
-0.18497,-0.0043941,-0.075939
-0.18418,-0.013991,-0.074769
-0.18849,-0.073237,-0.019702
-0.18999,-0.02077,-0.073204
-0.18699,-0.046338,-0.060267
-0.18134,-0.036203,-0.029564
-0.18129,-0.037056,-0.023731
-0.18166,-0.022935,-0.042949
-0.18133,-0.013459,-0.05535
-0.18145,-0.0075398,-0.047387
-0.18153,-0.041122,-0.0094802
-0.18169,-0.031629,-0.016612
-0.18189,-0.014146,-0.052058
-0.1822,-0.0016323,-0.044801
-0.18197,-0.010766,-0.032158
-0.18211,-0.014009,-0.046979
-0.18224,-0.041651,-0.020778
-0.18161,-0.031266,-0.021946
-0.18537,-0.068922,-0.031473
-0.18156,-0.04296,-0.020528
-0.18211,-0.021488,-0.038698
-0.18197,-0.022829,-0.014006
-0.1829,-0.0059227,-0.056783
-0.18163,-0.02208,-0.0083191
-0.18199,-0.0063503,-0.035346
-0.18297,-0.013988,-0.055251
-0.18292,-0.033037,-0.037409
-0.18253,-0.0024647,-0.034506
-0.18219,-0.025384,-0.010743
-0.18265,-0.024215,-0.012272
-0.18242,-0.017636,-0.022503
-0.18293,-0.014332,-0.049049
-0.18304,-0.029537,-0.0061134
-0.18332,-0.011823,-0.046485
-0.18377,-0.059633,-0.036651
-0.18329,-0.028186,-0.01766
-0.18332,-0.037827,-0.023157
-0.18369,-0.050451,-0.011157
-0.18363,-0.015886,-0.04924
-0.18358,-0.049566,-0.01656
-0.18409,-0.060153,-0.023653
-0.18374,-0.012319,-0.031308
-0.18396,-0.043302,-0.013642
-0.18406,-0.0046021,-0.051426
-0.18321,-0.0097018,-0.030728
-0.18389,-0.012077,-0.044122
-0.18397,-0.054792,-0.043211
-0.1841,-0.039472,-0.02053
-0.18304,-0.013845,-0.023876
-0.18368,-0.053039,-0.036845
-0.18352,-0.037156,-0.031091
-0.18292,-0.0024874,-0.023141
-0.18422,-0.067819,-0.017396
-0.18398,-0.0077202,-0.046922
-0.18364,-0.018053,-0.026415
-0.18419,-0.031355,-0.03218
-0.18396,-0.033794,-0.02997
-0.18446,-0.064844,-0.008975
-0.18429,-0.020477,-0.040316
-0.1847,-0.017493,-0.07101
-0.18441,-0.018646,-0.05967
-0.18448,-0.040806,-0.02464
-0.18473,-0.014157,-0.064429
-0.18484,-0.032853,-0.063441
-0.1839,-0.046711,-0.037874
