"Points:0","Points:1","Points:2"
-0.18359,-0.067638,-0.03501
-0.18355,-0.073203,-0.020776
-0.18513,-0.038954,-0.065062
-0.18505,-0.06547,-0.038785
-0.18448,-0.025728,-0.071105
-0.18169,-0.044979,-0.018511
-0.18142,-0.032788,-0.036085
-0.18182,-0.033076,-0.038406
-0.18186,-0.0017997,-0.042798
-0.18232,-0.05375,-0.005896
-0.18192,-0.036882,-0.013095
-0.18209,-0.021918,-0.034795
-0.18197,-0.028972,-0.01304
-0.18203,-0.039161,-0.02589
-0.18263,-0.017158,-0.052823
-0.18251,-0.03686,-0.01073
-0.18244,-0.025466,-0.018258
-0.18268,-0.047595,-0.011924
-0.18249,-0.01876,-0.037558
-0.18248,-0.0059296,-0.060252
-0.18203,-0.022607,-0.013645
-0.1833,-0.047829,-0.013176
-0.1828,-0.034792,-0.0056937
-0.18346,-0.0082717,-0.054773
-0.18172,-0.0068253,-0.023332
-0.18304,-0.021777,-0.033161
-0.1824,-0.023559,-0.015506
-0.18337,-0.01418,-0.046333
-0.18395,-0.06068,-0.039137
-0.18354,-0.0011498,-0.053625
-0.18351,-0.0086192,-0.044181
-0.18333,-0.021348,-0.045124
-0.18328,-0.019421,-0.038242
-0.18233,-0.0063232,-0.021604
-0.18265,-0.019736,-0.018587
-0.18366,-0.046087,-0.022479
-0.18313,-0.007499,-0.026007
-0.18391,-0.050156,-0.042869
-0.18359,-0.028374,-0.0084568
-0.18825,-0.0017857,-0.075914
-0.1839,-0.010049,-0.049642
-0.18415,-0.05013,-0.051334
-0.18351,-0.011434,-0.029492
-0.1842,-0.039791,-0.021721
-0.18441,-0.056782,-0.02483
-0.18382,-0.061411,-0.016454
-0.18418,-0.031639,-0.029138
-0.18351,-0.018652,-0.021468
-0.18442,-0.026197,-0.052097
-0.18482,-0.023496,-0.067663
-0.18391,-0.02158,-0.012412
-0.18304,-0.0090208,-0.022257
-0.18425,-0.035373,-0.020866
-0.18406,-0.0086163,-0.036889
-0.1842,-0.039536,-0.045113
-0.18435,-0.0070156,-0.040697
-0.18469,-0.025518,-0.058813
-0.18392,-0.020231,-0.026748
-0.18174,-0.0035769,-0.013274
-0.18495,-0.029845,-0.066185
-0.18436,-0.036721,-0.007762
-0.18517,-0.061413,-0.030415
-0.18495,-0.02088,-0.044562
-0.18499,-0.052837,-0.0065986
-0.18628,-0.0027678,-0.07574
-0.18478,-0.038123,-0.059314
-0.18522,-0.041965,-0.05011
-0.18525,-0.0488,-0.039775
-0.1853,-0.034139,-0.035474
-0.18495,-0.014864,-0.028626
-0.18496,-0.059464,-0.030832
-0.18465,-0.037888,-0.055255
-0.18483,-0.013477,-0.023452
-0.18527,-0.070333,-0.027193
-0.18509,-0.030386,-0.028827
-0.18549,-0.021318,-0.057567
-0.18365,-0.007821,-0.02097
-0.1848,-0.032663,-0.049913
-0.1856,-0.0464,-0.038277
-0.18488,-0.023062,-0.018271
-0.1858,-0.05429,-0.03383
-0.18497,-0.027174,-0.068511
-0.18501,-0.065844,-0.013612
-0.18507,-0.026801,-0.020609
-0.18537,-0.029342,-0.049295
-0.18528,-0.052394,-0.033964
-0.18564,-0.073287,-0.010316
-0.1855,-0.035669,-0.0089948
-0.18545,-0.048736,-0.054557
-0.18591,-0.064084,-0.037444
-0.18574,-0.016067,-0.072025
-0.18601,-0.011134,-0.055674
-0.18531,-0.029182,-0.045182
-0.18581,-0.058106,-0.0090519
-0.18578,-0.02344,-0.052572
-0.18524,-0.029473,-0.0061307
-0.18605,-0.069346,-0.026289
-0.18533,-0.040293,-0.050978
-0.1845,-0.00061931,-0.021214
-0.18604,-0.032438,-0.041962
-0.18609,-0.066806,-0.014298
-0.18603,-0.05781,-0.047945
-0.18585,-0.0371,-0.0089828
-0.18576,-0.026277,-0.048188
-0.18254,8.3145e-06,-0.0087487
-0.18573,-0.014968,-0.069797
-0.18626,-0.026676,-0.019829
-0.18383,-0.0085214,-0.013653
-0.18633,-0.0015934,-0.064323
-0.18625,-0.022248,-0.033371
-0.18614,-0.0026183,-0.065601
-0.18669,-0.05926,-0.030175
-0.18619,-0.035514,-0.03717
-0.18617,-0.031446,-0.053967
-0.18428,-0.0063144,-0.016404
-0.18631,-0.061796,-0.010083
-0.18666,-0.0051372,-0.064179
-0.18594,0.00043228,-0.024062
-0.18669,-0.020254,-0.055257
-0.18644,-0.056484,-0.028513
-0.18628,-0.026866,-0.0052721
-0.18619,-0.044813,-0.0048043
-0.18614,-0.035536,-0.021805
-0.18685,-0.03696,-0.02023
-0.18589,-0.0029597,-0.02999
-0.18706,-0.060278,-0.0025227
-0.18531,-0.0086911,-0.021574
-0.18603,-0.013776,-0.023351
-0.18721,-0.053067,-0.0082352
-0.18704,-0.027829,-0.044529
-0.18623,-0.032117,-0.015076
-0.18699,-0.02871,-0.066678
-0.18704,-0.040477,-0.043971
-0.18707,-0.019039,-0.041145
-0.18668,-0.045343,-0.0078615
-0.18595,-0.018706,-0.014498
-0.18749,-0.065572,-0.0052842
-0.18714,-0.054167,-0.0035235
-0.18697,-0.040861,-0.024815
-0.18717,-0.039359,-0.019402
-0.18734,-0.05225,-0.025481
-0.18685,-0.0069915,-0.049597
-0.18757,-0.062058,-0.032797
-0.18726,-0.051782,-0.014353
-0.18766,-0.065153,-0.012417
-0.18753,-0.02964,-0.038634
-0.18764,-0.034579,-0.0041661
-0.1872,-0.028096,-0.014077
-0.18759,-0.022907,-0.067467
-0.18759,-0.02736,-0.046923
-0.18361,-0.002667,-0.0035667
-0.1875,-0.053504,-0.017371
-0.18835,-0.054832,-0.052211
-0.18743,-0.015572,-0.018338
-0.18572,-0.0022237,-0.014199
-0.18808,-0.046549,-0.027085
-0.18768,-0.002884,-0.063606
-0.1834,-0.050433,-0.0032501
-0.1881,-0.036617,-0.051034
-0.18801,-0.041814,-0.032751
-0.18756,-0.0025276,-0.024667
-0.18748,-0.0034036,-0.033333
-0.18843,-0.03847,-0.060634
-0.18737,-0.01691,-0.059177
-0.18785,-0.035281,-0.027796
-0.18794,-0.027202,-0.051058
-0.18806,-0.029332,-0.068632
-0.18775,-0.027404,-0.029626
-0.18836,-0.0028741,-0.073368
-0.18841,-0.047094,-0.058638
-0.18838,-0.059319,-0.04457
-0.18828,-0.008098,-0.035502
-0.18548,-0.0066998,-0.0013599
-0.18776,-0.025872,-0.01497
-0.18857,-0.042251,-0.016929
-0.188,-0.02814,-0.051642
-0.18832,-0.011337,-0.044905
-0.18871,-0.045175,-0.058635
-0.18568,-0.042656,-0.0019726
-0.18805,-0.029177,-0.037709
-0.18896,-0.070755,-0.0051076
-0.18858,-0.035934,-0.043239
-0.18943,-0.061547,-0.043975
-0.18835,-0.054977,-0.028384
-0.18871,-0.070386,-0.013378
-0.18848,-0.018671,-0.027543
-0.18856,-0.032066,-0.005289
-0.18909,-0.012173,-0.044997
-0.18858,-0.032726,-0.020457
-0.18847,-0.018866,-0.018216
-0.18979,-0.033258,-0.068112
-0.18918,-0.052306,-0.020294
-0.18826,-0.037941,-0.063741
-0.18841,-0.06833,-0.0017937
-0.18875,-0.045791,-0.025149
-0.18952,-0.066775,-0.0087999
-0.18891,-0.0032584,-0.024178
-0.18887,-0.058911,-0.0066707
-0.1892,-0.063358,-0.028222
-0.18871,-0.037587,-0.023469
-0.18909,-0.010347,-0.039666
-0.18201,-0.041145,-0.0028089
-0.18925,-0.06985,-0.025513
-0.18789,0.00041314,-0.014849
-0.18959,-0.053675,-0.022305
-0.18978,-0.064914,-0.0022098
-0.18988,-0.055898,-0.047862
-0.18906,-0.013278,-0.032665
-0.18976,-0.071829,-0.0059878
-0.18955,-0.032241,-0.054274
-0.19009,-0.059445,-0.04316
-0.18992,-0.059196,-0.038916
-0.1902,-0.041357,-0.033673
-0.18936,-0.007395,-0.048105
-0.18924,-0.0032006,-0.062716
-0.18844,-0.0096115,-0.013536
-0.1902,-0.038726,-0.0043922
-0.19039,-0.0029751,-0.073801
-0.19003,-0.022125,-0.021862
-0.18999,-0.0067827,-0.024933
-0.19023,-0.033284,-0.032384
-0.18943,-0.00099935,-0.016883
-0.18996,-0.043336,-0.022714
-0.19029,-0.03244,-0.0056111
-0.18892,-0.010472,-0.0091691
-0.19015,-0.046153,-0.041615
-0.18975,-0.050898,-0.037785
-0.19055,-0.040019,-0.060726
-0.1905,-0.058559,-0.033513
-0.19031,-0.0022821,-0.049889
-0.19056,-0.02428,-0.051724
-0.19013,-0.044552,-0.018158
-0.19043,-0.036743,-0.038305
-0.19043,-0.042494,-0.013359
-0.1906,-0.059971,-0.039819
-0.19032,-0.044748,-0.0042251
-0.19072,-0.018356,-0.067572
-0.18948,-0.012173,-0.0062717
