"Points:0","Points:1","Points:2"
-0.18892,-0.038093,-0.065846
-0.19117,-0.074174,-0.016634
-0.18526,-0.074903,-0.01279
-0.19054,-0.020774,-0.07318
-0.18577,-0.065567,-0.038124
-0.18434,-0.075119,-0.0083944
-0.18157,-0.014723,-0.049208
-0.18158,-0.04507,-0.0067932
-0.18162,-0.016728,-0.042536
-0.18183,-0.044264,-0.0071846
-0.18155,-0.033983,-0.013392
-0.1891,-0.063934,-0.041002
-0.18196,-0.0083454,-0.044556
-0.18215,-0.030525,-0.035721
-0.18186,-0.023671,-0.034217
-0.18172,-0.0050712,-0.034782
-0.18187,-0.026263,-0.016327
-0.18137,-0.018085,-0.017779
-0.18158,-0.031372,-0.021718
-0.18261,-0.016775,-0.04502
-0.18287,-0.0057017,-0.054171
-0.18235,-0.003713,-0.034336
-0.18271,-0.042908,-0.0058772
-0.18304,-0.033419,-0.020592
-0.1822,-0.0069828,-0.032733
-0.18279,-0.030529,-0.04149
-0.18313,-0.034464,-0.031973
-0.18356,-0.024785,-0.044991
-0.18346,-0.0056738,-0.045352
-0.18307,0.0002798,-0.03426
-0.18327,-0.0012896,-0.037339
-0.18147,-0.0066845,-0.015219
-0.1825,-0.017974,-0.017046
-0.18274,-0.014394,-0.026574
-0.1839,-0.032481,-0.049472
-0.18174,-0.0014927,-0.020182
-0.1831,-0.0099752,-0.037364
-0.18365,-0.05629,-0.038874
-0.18384,-0.033628,-0.059829
-0.1835,-0.037038,-0.02022
-0.18196,-0.018717,-0.013149
-0.18392,-0.037487,-0.04665
-0.18399,-0.01465,-0.042052
-0.18387,-0.023344,-0.035426
-0.1836,-0.031349,-0.010157
-0.1842,-0.052869,-0.023144
-0.18365,-0.012397,-0.05106
-0.18385,-0.059553,-0.015234
-0.18416,-0.0017736,-0.048016
-0.18395,-0.042806,-0.044176
-0.18415,-0.04795,-0.038357
-0.18416,-0.044708,-0.038134
-0.18141,-0.010137,-0.0036161
-0.18394,-0.047111,-0.014384
-0.18425,-0.027916,-0.050689
-0.18241,-0.011511,-0.013167
-0.18643,-0.07594,-0.001239
-0.18452,-0.074007,-0.010639
-0.18325,-0.024831,-0.0077461
-0.18448,-0.031454,-0.026994
-0.18223,-0.009089,-0.010215
-0.18461,-0.054658,-0.029305
-0.1846,-0.042842,-0.043656
-0.18471,-0.026018,-0.04534
-0.18465,-0.057293,-0.013841
-0.18414,-0.03969,-0.013206
-0.18481,-0.041832,-0.024954
-0.18218,-0.0039454,-0.014011
-0.18448,-0.058796,-0.044062
-0.18497,-0.00015169,-0.054296
-0.18501,-0.072856,-0.0047958
-0.18511,-0.043556,-0.022655
-0.18513,-0.028286,-0.065536
-0.18512,-0.0015812,-0.062113
-0.18495,-0.0042297,-0.070336
-0.18483,-0.06213,-0.011945
-0.18498,-0.0052822,-0.03583
-0.18503,-0.050931,-0.016251
-0.18542,-0.069482,-0.026441
-0.18455,-0.03523,-0.062114
-0.18494,-0.045723,-0.037322
-0.18476,-0.020587,-0.041882
-0.18487,-0.043065,-0.041466
-0.18519,-0.07122,-0.018027
-0.18526,-0.029361,-0.044256
-0.18562,-0.023234,-0.071314
-0.18499,-0.053399,-0.023248
-0.18474,-0.018021,-0.053432
-0.18549,-0.0043632,-0.065315
-0.18559,-0.02847,-0.058825
-0.18526,-0.0016369,-0.045924
-0.18556,-0.045488,-0.015776
-0.18575,-0.0044085,-0.060583
-0.18355,-0.0045862,-0.010378
-0.18533,-0.037632,-0.01844
-0.18553,-0.041326,-0.04628
-0.18581,-0.030507,-0.046404
-0.18586,-0.044,-0.05965
-0.18562,-0.027536,-0.054177
-0.18313,-0.0064172,-0.010846
-0.18592,-0.063479,-0.014892
-0.18566,-0.0025993,-0.045616
-0.18593,-0.038359,-0.023326
-0.18533,-0.0097716,-0.029826
-0.18584,-0.03905,-0.020985
-0.18432,-0.01261,-0.022861
-0.18587,-0.011532,-0.048455
-0.18535,-0.033806,-0.050406
-0.1857,-0.030623,-0.0061389
-0.18602,-0.032163,-0.04815
-0.18633,-0.030832,-0.049722
-0.18563,-0.0032045,-0.037201
-0.18637,-0.051729,-0.024858
-0.18592,-0.033197,-0.039732
-0.18652,-0.00097129,-0.071948
-0.18381,5.702e-05,-0.0036784
-0.18605,-0.055345,-0.0066261
-0.18539,-0.033053,-0.050113
-0.18608,-0.048024,-0.0497
-0.18506,-0.023394,-0.0027093
-0.18621,-0.0062643,-0.071206
-0.18586,-0.016276,-0.027832
-0.18496,-0.019602,-0.0035318
-0.18595,-0.025503,-0.065565
-0.18581,-0.0084555,-0.06836
-0.18607,-0.0034343,-0.036616
